Feature,R2,RMSE,MAE,Correlation,P_value
RBBP6,-0.0012154707422256106,0.40488142,0.3229165,0.347575,0.040767850729182646
COG6,-0.0012162805497601958,0.4498558,0.36213565,0.14586867,0.40308987724959716
POGZ,-0.0012191123456954944,0.66943735,0.5307678,-0.6516031,2.2365321967273677e-05
TOR1A,-0.0012253757507885155,0.7725763,0.61819196,0.5435646,0.0007390448710509325
PLBD2,-0.0012274199350825743,0.7560881,0.60747486,0.4826133,0.003322010727795193
ARMC8,-0.001228263757824699,0.2911963,0.23269193,-0.007837489,0.9643592720233416
KYNU,-0.0012291077484378743,0.8948926,0.6685926,-0.3175705,0.06302862365197802
LPXN,-0.0012335225957675888,0.65075976,0.50507516,-0.07847186,0.6540971153799293
BIN1,-0.0012338688417774524,0.65098107,0.5469373,-0.18992156,0.2744953250180319
NDUFS2,-0.0012365321790066552,0.42415154,0.34220865,0.18477112,0.2879612918904476
CNOT3,-0.0012404237417289465,0.6053414,0.4424196,-0.41403118,0.013414355516733888
ECM1,-0.0012433667409332827,0.5978862,0.47433925,0.4599925,0.005431536009911281
RRM2,-0.0012451022418269453,1.1258212,0.9138238,0.48501638,0.003146792204297649
FASN,-0.0012455869032483857,1.061407,0.85305667,0.48902217,0.00287253142369186
SPINT2,-0.0012483308124200398,1.0466408,0.7968575,-0.41865706,0.012313516679789359
SETD1A,-0.0012503674214578986,0.37305003,0.30337128,0.005757954,0.9738120667627564
PLK1,-0.0012504761936569242,0.3102867,0.23365211,-0.18841305,0.2783961307970791
RCC2,-0.0012552862333985448,1.4210336,1.2217752,-0.72707766,7.544570824686057e-07
EEF1E1,-0.001256049009540794,0.5939042,0.46755835,-0.5030341,0.0020699212135084767
MRPS17,-0.00126047665247353,0.5579058,0.4652922,0.57991695,0.00026101201850870485
TIMMDC1,-0.0012639991088927438,0.7955966,0.6609945,0.4484298,0.00689773297386222
UFSP2,-0.001267063554683423,0.3981759,0.2965722,0.19925436,0.2511559773642705
BAG3,-0.0012686431138106968,0.6153813,0.49234805,-0.4443332,0.007492781452136175
CLPTM1,-0.0012708034065604945,0.86790127,0.68710124,0.58956116,0.00019392931923834178
SLC25A10,-0.001272446500239166,0.6003493,0.49723673,-0.7234684,9.093637263745494e-07
RAC1,-0.0012729136388731632,0.35917848,0.29476318,0.49329734,0.0026029999901685773
RAB6A,-0.001278195967358453,0.4756896,0.36102426,0.43707803,0.008654545067991586
DDX1,-0.0012868926681504078,0.6962444,0.5542647,0.6688689,1.1214869862300976e-05
SUPT6H,-0.0012946162065303746,0.52405655,0.42700946,-0.42499343,0.010930189958720336
SLC30A1,-0.0013074636822547614,0.77882427,0.64918995,0.66030806,1.587880609292073e-05
ARHGEF1,-0.0013139372505377445,0.56896406,0.4386682,0.07003907,0.6893038197620328
EIF2S1,-0.0013220984702959626,0.6072564,0.44404963,0.16517344,0.34301465209729615
SEMA3C,-0.0013221164692731602,0.64206594,0.4828337,-0.37166026,0.027924957552549368
MTPAP,-0.0013230269794062277,0.39576182,0.310152,-0.64695555,2.6735659038563174e-05
MTERF4,-0.0013317285540528356,0.41076007,0.310706,0.39727604,0.01812055861860407
LSG1,-0.0013375289355308517,0.5104739,0.41132686,-0.4586472,0.005587006021182879
EXOC4,-0.0013487188728726895,0.46449837,0.3358016,-0.31501156,0.06530077521442684
LUC7L,-0.0013490537940177294,0.766511,0.6330784,0.41859266,0.012328302133447749
GLRX5,-0.001349260125929952,0.46578014,0.36538887,0.06423138,0.7139350266049503
WDR82,-0.0013509222128318399,0.38571543,0.307122,-0.22370237,0.19641910851384664
PRKAG1,-0.0013607367114432112,0.43757454,0.35273248,-0.2716065,0.11449131500520182
BCL7C,-0.001361955157874295,0.47258782,0.3636241,-0.11275625,0.5189853032199314
GOLGA5,-0.0013647098842166638,0.7001709,0.5666213,-0.68982816,4.557377049825802e-06
TRIM28,-0.0013684536586113794,0.7195923,0.6054025,-0.048345134,0.7827111812048737
KDM1B,-0.0013707443301977928,0.44483063,0.36665455,0.33895797,0.04638411347216591
NUDT8,-0.0013708546021413692,0.5359053,0.42649543,-0.33357093,0.050199716094790015
MRPS23,-0.001373369067200203,0.5545076,0.44401115,-0.58599013,0.00021671493682869696
FSCN1,-0.0013754486087707019,1.3736256,1.1080598,0.69137985,4.250895373764102e-06
TFG,-0.0013793111673139347,0.79115194,0.61017555,-0.21107838,0.2235371698066554
ALDOA,-0.0013798596730096868,0.94757533,0.69065255,0.015151381,0.9311593866388508
S100A4,-0.0013829922120234261,1.1156172,0.88877994,0.5799345,0.0002608733564309659
ECHDC3,-0.0013848827741831382,0.6688708,0.5227315,-0.3234102,0.058076675291414866
CCDC86,-0.0013852903355706658,0.5363161,0.44458476,0.26884922,0.1183635572154972
HS1BP3,-0.0013876527881226952,0.35251418,0.28262344,0.2573997,0.1354956472239879
IGBP1,-0.0013885185863753424,0.679702,0.4850858,-0.31596258,0.06444893743347294
RPF1,-0.0013885983233976606,0.29948655,0.23829624,-0.047162984,0.7879017002100719
WASF1,-0.001389493265441466,0.5978559,0.46502653,-0.35715762,0.03518131445696909
COQ8B,-0.0013945818789005138,0.7387476,0.5931343,-0.27780235,0.10613779039770856
EML2,-0.001395054464304657,0.5535676,0.42412055,0.2763183,0.10809533956618447
ELP3,-0.0013951680860857518,0.5501846,0.42134047,0.14623953,0.4018821541010944
HSD17B7,-0.0013958257244954808,0.48793414,0.3892784,0.11947001,0.49424053355146574
QPRT,-0.0014012209791307573,0.74594396,0.60309887,0.13399525,0.4428393543340339
SAP130,-0.0014013766105691605,0.4889674,0.36557797,-0.17788613,0.3066145907393368
FNBP1,-0.0014055349308272902,0.54847634,0.45306548,0.1406631,0.420259706983361
KLF5,-0.0014067400049675438,0.3419581,0.26851797,0.21656933,0.21144419298264172
NCK1,-0.0014068755827278956,0.53574896,0.4227563,-0.13240798,0.44831014157083277
EPHA2,-0.0014092075332086118,0.7731631,0.63994133,-0.15028143,0.3888543544895702
USP19,-0.0014102511600857515,0.3920806,0.30069545,0.19525982,0.2609783437553922
HNRNPR,-0.0014112624437001564,0.5815118,0.4555192,-0.12848866,0.46197415634969496
EPS15,-0.0014129740851167583,0.42463174,0.343233,-0.07953042,0.6497271676389209
SCAF11,-0.001420314744344342,0.46153378,0.3430064,0.36301932,0.032082793173391445
INTS13,-0.0014320184778902068,0.37377143,0.31086588,-0.46277627,0.00512161420773386
HECTD1,-0.0014370488459558572,0.51794726,0.41602695,-0.05672358,0.7461995919315679
PPP1R8,-0.0014380954918569167,0.55791235,0.44397676,0.58664984,0.00021233346832989227
FKBP2,-0.001451692055092657,0.6904402,0.5350371,0.40079087,0.017033223435156074
SPATA20,-0.0014628924451178804,0.5547741,0.46063375,0.36350325,0.0318372848893909
NMES1,-0.0014656498874439094,1.1298617,0.8499254,0.28529772,0.09665798554886532
TSTD1,-0.0014664301754188092,0.8074402,0.6161491,-0.36931953,0.02900487308377308
SHMT1,-0.0014681838742229836,0.5658983,0.4491049,-0.1546985,0.37490160108817805
MRPL3,-0.0014704980241972976,0.38853207,0.32216433,0.6241109,6.166624995125612e-05
FEN1,-0.0014726028415366077,0.9639331,0.7972509,-0.6922214,4.092655659422891e-06
COX6A1,-0.0014735683815834122,0.6632664,0.46942788,-0.19304548,0.26653096843086593
PES1,-0.0014760072329114138,0.5659594,0.46598074,0.24997975,0.14753321612715212
MRPL45,-0.001476311661306573,0.41780442,0.32462,-0.625037,5.968842966870293e-05
TTYH3,-0.001476418456692663,0.73222864,0.56412244,0.1678175,0.335235375926471
ZKSCAN1,-0.0014809090661271895,0.46199557,0.36994323,0.023182921,0.8948351099629231
RAB10,-0.0014851748537032528,0.61337835,0.47336754,0.6551754,1.9458110865602322e-05
C1orf174,-0.0014852418632822495,0.69544804,0.55188704,0.34859273,0.040142503229268184
MRPS18B,-0.0014853026721719509,0.5995093,0.4665532,0.612707,9.135550857298362e-05
LIMD1,-0.001502595157206299,0.5980341,0.4307581,-0.26864478,0.11865452396017669
KIAA1217,-0.0015141756644712068,0.5719619,0.45775098,0.042649455,0.8078003880046997
THOC3,-0.0015205734714285324,0.45472974,0.38779855,-0.60160697,0.00013202538790698065
SRSF9,-0.0015206261996729697,0.5171308,0.41294634,-0.13160841,0.45107977552994827
POLR2E,-0.001524727647413071,0.29718038,0.22907159,0.4732622,0.004086934419371191
DDX52,-0.0015252845439106544,0.4053029,0.31812865,-0.29475555,0.08563444125311541
RABIF,-0.0015278982888315973,0.5528722,0.43708566,0.19352546,0.26532085147430795
FAM98A,-0.0015286380196721794,0.7186727,0.5657626,-0.14220148,0.4151434341201739
RPS26,-0.001531262182073112,0.3756561,0.25290233,0.05124306,0.7700265172063636
MTHFD1,-0.0015337205185546043,1.2473016,0.9860879,-0.50262386,0.0020902871577955467
ATP5PF,-0.001538030477930663,0.50449455,0.39202464,-0.30880368,0.07108076294853821
ESS2,-0.0015401879616734337,0.57890636,0.44773415,-0.0074101198,0.9663015866247453
OSBPL11,-0.0015438222281793923,0.38411048,0.2912755,-0.3893019,0.020803624063775464
NIPBL,-0.0015456965511351228,0.5075181,0.42844707,0.6441266,2.9760777177645064e-05
TRMT1,-0.0015495638459668282,0.750415,0.6168375,0.06828092,0.6967286582031675
NCOR2,-0.0015506057539236284,0.4603469,0.3706283,0.30027595,0.0796637397023015
COL1A1,-0.0015549627910280694,1.059541,0.892223,-0.2999981,0.07995632098276849
PAFAH1B1,-0.0015563710397847874,0.6640867,0.45751584,0.4649647,0.004888787628978698
EXOSC8,-0.001562804204108481,0.37900367,0.25733444,-0.37171164,0.027901629287397398
HNRNPDL,-0.0015687563315458508,0.5178133,0.40514728,0.74533844,2.7990217668022433e-07
MXRA7,-0.0015700544044594533,0.67383444,0.512582,0.19139767,0.27071292087699644
SCARB1,-0.0015700596450565207,0.8275747,0.6842206,0.56196594,0.0004429678660393848
HIP1R,-0.0015714236343453702,0.57710814,0.47570115,0.26917762,0.11789730394574799
HDDC2,-0.0015765720666436334,0.75907516,0.5774615,0.18216284,0.2949400124816294
GPC1,-0.0015837026596290382,1.0826503,0.88576347,0.58262956,0.00024031472491508113
VKORC1L1,-0.0015839515515843061,0.45588848,0.3645625,-0.6420399,3.21871584461646e-05
PSMD6,-0.0015888246631587943,0.4618446,0.33380786,-0.31944272,0.06140607134492492
UBE2C,-0.0015962927870618593,0.8339487,0.6872091,-0.19388749,0.264410517737366
EFTUD2,-0.0015988275799969642,0.334347,0.24303985,-0.22901255,0.18572939844750225
GRPEL1,-0.0016043218015886485,0.6222574,0.49135268,0.43102103,0.009738771087846234
TMED5,-0.001605386179617918,0.57267696,0.47322384,0.4271454,0.01049139596571328
OTULIN,-0.0016054317595093348,0.48816276,0.36968213,0.047492348,0.7864546332770194
TAMM41,-0.001605532790886377,0.34521046,0.28483924,-0.26891914,0.11826417422041734
DNAJC7,-0.0016060174536285388,0.76975286,0.587213,0.61015785,9.953865819639549e-05
PCLAF,-0.001606037347680278,0.48069173,0.39019322,0.23756288,0.1693905970673213
MAEA,-0.0016062222311385987,0.41991547,0.3417844,0.12134541,0.4874376723721424
TIMM9,-0.0016182770891417508,0.5237558,0.40379098,-0.27218407,0.11369237868232057
DAD1,-0.0016186599606344831,0.6892257,0.55159044,-0.6448886,2.89168760048447e-05
COPS8,-0.0016196907122478787,0.8422055,0.6882994,-0.6605239,1.5742328482597693e-05
USE1,-0.0016204805726378613,0.46936396,0.40257558,0.13320501,0.44555847505056556
FECH,-0.0016206588168652392,0.72872394,0.5308015,0.29827797,0.08178624434570199
TMEM263,-0.0016221372093649933,0.7825038,0.57789594,-0.20338848,0.24125274227421847
SMC1A,-0.0016222469942432927,0.58647215,0.46374565,0.518919,0.0014034756915950876
RCOR1,-0.0016280659879410742,0.45834458,0.3511084,-0.5485767,0.0006447416230136083
RNASEH2B,-0.0016289525407811034,0.5507875,0.46416458,-0.4757177,0.0038726283890807935
LEO1,-0.001629268521670113,0.34651396,0.26139793,-0.45287552,0.006298215593006843
CPT2,-0.0016324982427986523,0.5249971,0.40792924,0.05180173,0.767587751914134
IST1,-0.001632866230345309,0.41406763,0.3187996,0.44412667,0.007523907869217285
ANXA9,-0.0016381912896457074,0.63529193,0.5219113,0.12506628,0.4740845964106017
GATAD2B,-0.0016386395320415748,0.7748492,0.6566074,-0.36572164,0.03073142053063142
H2AC21,-0.001654116190059618,0.8087189,0.65934795,-0.19761439,0.2551583940588909
MRTO4,-0.001656368217319848,0.4692052,0.40966177,0.19130737,0.2709433263619641
RRP1B,-0.0016564322879277782,0.5500806,0.41994083,0.24024765,0.16447915840757382
ZNF428,-0.0016613068949211662,1.2973901,1.0484532,0.7678786,7.296277326055472e-08
QTRT2,-0.0016661512357547537,0.5525297,0.45456445,-0.5169887,0.0014728087574449658
CASP1,-0.001670315602937844,0.4228434,0.34051713,-0.20288292,0.24244953817097015
UBE4B,-0.0016767293744235356,0.47425023,0.38073266,-0.30961698,0.07030152801762418
RBM15,-0.0016806801814948091,0.35068277,0.27072322,0.075151354,0.6678778621870984
CSTF2,-0.0016856844858794684,0.431211,0.34012163,-0.5512027,0.0005997250450119705
RHEB,-0.0016870977392644537,0.4730703,0.3459359,-0.1164852,0.5051666990083444
IPO5,-0.001687714288368669,1.0135828,0.817754,-0.5366479,0.0008891680589751573
MAPK1,-0.0016897276793195193,0.7858992,0.64094514,-0.49163315,0.0027051792954545114
GRK2,-0.0016924682097949617,0.38498122,0.30474433,0.3731249,0.02726620596263341
MBD2,-0.0016933910531913288,0.49288568,0.4034286,-0.06769071,0.6992274488262268
AK6,-0.0016950778622590867,0.5547444,0.4237856,0.30987307,0.07005755314002636
PDLIM5,-0.0016950789222849316,1.1592214,0.9432312,0.47658074,0.0037996520704821975
MFN1,-0.0016952894335910962,0.33032307,0.27238753,-0.10572271,0.5455466789956369
MME,-0.001696785953865687,1.207317,1.0146945,0.8546355,6.456109169425241e-11
DDX21,-0.0016977414139371927,0.7502055,0.60652256,0.491009,0.002744392268731362
GRWD1,-0.001700073930669399,0.54369307,0.43552646,-0.44996145,0.00668589269873886
GMPS,-0.0017101807409332093,0.88530815,0.72479165,-0.6224697,6.53166993088973e-05
GART,-0.0017154833498640443,1.0785788,0.83884865,-0.638348,3.692241659095405e-05
TRIM56,-0.0017169215962726803,0.44739872,0.3596999,0.3149144,0.06538829423270477
EIF3J,-0.0017171808873808203,0.70266336,0.49309823,-0.4209134,0.011804881920768028
HAUS6,-0.0017176304967916334,0.5124394,0.3895348,-0.057350878,0.743486616053495
NOP58,-0.0017256104991829613,0.3796502,0.31231928,-0.097014315,0.5792977043056032
NCBP2AS2,-0.0017353622948155234,0.6156885,0.5201057,0.18111692,0.29776854730658847
TSC22D4,-0.0017368463236053788,0.5587098,0.43230742,0.35750768,0.03498968068064379
PRKCI,-0.001741515606516364,0.5724294,0.47416043,0.26152185,0.12912918483882746
ATG9A,-0.001742062803144817,0.50200737,0.38242036,0.24319232,0.15921082757202454
C1QBP,-0.001745584714534898,0.5829395,0.48478568,0.24383081,0.15808472923774022
GNG5,-0.0017514233553319603,0.49099898,0.35844883,0.39088488,0.02024624156796481
TRABD,-0.0017614160794350298,0.5705771,0.46253857,-0.3056304,0.07418586572990984
ZNF326,-0.001762234489431025,0.64701575,0.49195823,0.71545565,1.3626692269332447e-06
AP2S1,-0.0017656542607258352,0.6218882,0.50430816,-0.3855235,0.022185743661165783
SNW1,-0.0017666988162570174,0.34412152,0.2478713,-0.3718383,0.027844188921475707
CDC73,-0.0017700487212231053,0.45639443,0.35750133,-0.38333297,0.023021310294717014
DDX60,-0.0017705855478071797,0.34062696,0.2798565,0.058778204,0.7373249817223464
DHX16,-0.0017711348555353723,0.39421064,0.33406052,-0.0893811,0.6096272502571272
MPST,-0.001774367633474272,0.6518212,0.44660878,0.2347763,0.17459827627474983
POLR1H,-0.0017756207491852471,0.41501734,0.32374185,0.10876514,0.5339787834475491
GNB1L,-0.0017837319097901982,0.378501,0.307518,0.054409463,0.7562335704788047
KDSR,-0.0017893510331679074,0.59783703,0.46047494,0.17147402,0.32465746977862897
GNA11,-0.0017905082367060121,0.5462022,0.4526596,0.47487018,0.003945469642687647
STMN1,-0.0017941459427586182,2.1328106,1.7796539,-0.7186591,1.161126715742834e-06
SDSL,-0.0017945745807299573,0.5519898,0.42233956,0.32093635,0.06013541377693316
HLA-A,-0.0017949566673249873,1.5987412,1.358954,-0.11318852,0.5173739382002234
CCDC115,-0.0018032443360427308,0.444007,0.35515073,0.2517564,0.1445823918660892
CSTF3,-0.0018033118995965935,0.24144633,0.20956291,-0.25274482,0.14295951847036004
HIGD2A,-0.0018038455269189235,0.37456387,0.2921924,-0.5147995,0.0015550661299139742
NOC2L,-0.0018046938476004026,0.50437176,0.4191213,-0.0031315926,0.9857553860261873
UBE4A,-0.0018078406970991612,0.43771556,0.36016724,-0.15725021,0.3669775669895014
SARG,-0.001808077657157181,0.77930003,0.61253786,-0.588014,0.00020352373319175028
MRM3,-0.0018132607183767302,0.41826195,0.3141054,0.190973,0.2717975885063873
SCO2,-0.0018150426622332017,0.55195004,0.4651892,0.60370874,0.0001232626586290935
SNRNP40,-0.001821236571073248,0.39699996,0.31309956,0.4141283,0.013390417709829778
CDK1,-0.0018334314497090443,0.90825075,0.74948215,0.10007502,0.5673293293271185
RPS7,-0.0018347494470558612,0.39408466,0.29070777,-0.117043175,0.5031150051029176
LRRC8A,-0.0018389857988361236,0.47986415,0.37173775,0.41328582,0.013599260157435645
PDCD4,-0.0018473587798948365,0.78254277,0.6275183,-0.5616737,0.0004466879007294746
BCAT2,-0.0018476575385049099,0.48659545,0.41796702,0.4659361,0.004788400071051771
CHORDC1,-0.0018482758754607698,0.7149947,0.5216726,-0.41981724,0.012049719957348427
METTL7A,-0.0018565403229078292,0.5032517,0.39287487,-0.1978463,0.2545898660554991
SMC2,-0.001859799049022559,1.0085033,0.8080505,-0.4060647,0.015504453877681294
MRPS28,-0.0018630368234537897,0.5270818,0.4299801,0.6171253,7.859456308259189e-05
XPOT,-0.0018638395773244998,0.77081025,0.57574433,0.32773858,0.05460929168533659
UCHL5,-0.0018638522214955433,0.68459976,0.539244,-0.6553539,1.9322260567251595e-05
PPP2CA,-0.001875328806642429,0.6030605,0.44702068,-0.56000257,0.0004684989111074405
PLOD1,-0.0018763754546282652,1.15436,0.88157266,-0.69670653,3.336313589101389e-06
NDUFAF3,-0.0018775595013147406,0.2802521,0.2090078,0.12083493,0.4892845943452174
CTSA,-0.001877970132118989,0.92270476,0.7888731,0.7685197,7.00729087679154e-08
PTCD3,-0.0018831015870501844,0.430385,0.312128,0.4956049,0.002466890072391136
ZC3H4,-0.0018932370631634665,0.4654053,0.34370914,0.35022992,0.039152811285129346
SPATA5L1,-0.0018942245909068234,0.4924915,0.38260287,-0.3815071,0.023737537210265405
CKB,-0.0018958980745169551,2.5863886,2.397621,-0.47303548,0.004107227924104717
MSTO1,-0.0019052291265337917,0.57415223,0.45911554,0.38831508,0.021157499653348004
NAA50,-0.0019056243201107659,0.8064797,0.6196927,-0.33649307,0.048100019785664055
NPM3,-0.001909194892849353,0.9138225,0.7609361,-0.05759943,0.7424125036349671
POLDIP3,-0.0019121131658175194,0.79759413,0.61983967,0.34984708,0.03938245228408057
BRD3,-0.0019183983874986321,0.5729853,0.46495214,0.39582357,0.018586508656524982
PDCL3,-0.0019213648629770042,0.5134783,0.40482917,-0.501361,0.002154080390754486
PPP2CB,-0.0019223226777063118,0.5551737,0.4473905,0.5181156,0.0014319764758731982
FLOT2,-0.001945385110939224,0.54798406,0.42010432,0.29847205,0.08157817767451975
RPP38,-0.0019454629764779074,0.36147916,0.28159297,-0.5686055,0.0003655456419464951
P3H1,-0.0019483971625511298,1.0990843,0.9389754,0.33852795,0.046679874191415935
PRKAR2B,-0.0019532278821390303,0.84018016,0.67253757,-0.25637674,0.13711077224509471
PAICS,-0.001953321754122328,1.2078758,0.9898941,-0.49529007,0.002485086596356025
KAT8,-0.0019619345562897905,0.3587187,0.29279244,0.44716823,0.00707650831826789
COPG1,-0.001962749609936365,0.68166256,0.52647877,0.06278043,0.7201345036773518
IGF1R,-0.0019637646871359937,0.72405666,0.6077685,0.44925857,0.006782404864964952
RPL28,-0.0019644204102735596,0.4375634,0.35253286,0.0396652,0.821023273559537
ME2,-0.0019664278660445067,0.6072791,0.49354744,0.38438115,0.022618294395740538
RBX1,-0.001967134952909122,0.55058223,0.413492,-0.5161817,0.001502674518467512
RTRAF,-0.0019674562879066215,0.53942114,0.44069368,-0.7044747,2.321408473526471e-06
SSBP1,-0.0019776730700713507,0.59902483,0.4726532,0.11253449,0.5198129129338241
NDUFB7,-0.0019803091130998762,0.4531255,0.3600204,0.24252936,0.16038616473857242
ZMYND11,-0.0019826022646893815,0.63947815,0.5002413,0.3470927,0.041066954340880944
NUP160,-0.001983102765889866,0.42064178,0.33393526,-0.03371416,0.847533501305761
PIN1,-0.0019861031366215087,1.0688958,0.87746936,-0.76869065,6.932037041122851e-08
SYTL1,-0.0019943312000301194,0.7278776,0.56195766,0.49614653,0.0024358570970071294
POLR2B,-0.001994562223658569,0.35113764,0.28803334,-0.6536185,2.0680129724276428e-05
C3,-0.001996745456778415,0.38004887,0.28663662,0.06078319,0.7286968537066483
EXOC5,-0.0020002082831704904,0.3807809,0.31417945,0.13405298,0.44264107725003016
DCAF8,-0.0020056692713250612,0.4641391,0.36780754,-0.45624202,0.005874507563465189
BLOC1S3,-0.002007800843047969,0.48264295,0.37304297,0.30079672,0.0791175937161995
SMPD4,-0.0020083428464763298,0.34883577,0.29720917,0.28788155,0.09354440720416966
CIAO2B,-0.0020113509909267524,0.71160513,0.53218216,-0.2718982,0.11408728188968144
PRDX2,-0.0020193628589812995,1.6334857,1.4858782,0.7516503,1.9485245287999238e-07
G3BP2,-0.002021667622604806,0.56779575,0.4298972,-0.46870404,0.004512044487750527
GSPT2,-0.002025053644276964,0.6576905,0.4651668,-0.44141248,0.00794334922679442
CKAP5,-0.0020251948062552927,0.6809759,0.5310683,-0.6503788,2.3448821786625253e-05
DNAAF5,-0.0020314795832361288,0.58563405,0.45755216,0.12537703,0.472978159874562
PDHX,-0.0020319350873525543,0.50655615,0.39776677,0.37084776,0.028296002377717212
SH3PXD2B,-0.002036624078062488,0.58513975,0.46954417,0.11354264,0.5160557329647067
MSL1,-0.0020372655060909572,0.4971628,0.38817337,-0.10150338,0.5617829225998332
MTREX,-0.0020379351281696323,0.3640514,0.31123492,0.14040276,0.42112900736891495
ALDH3A2,-0.002040949867175401,0.9982283,0.82503676,-0.30121964,0.078676197494245
PRRC1,-0.002044905697418553,0.54069376,0.41918263,0.24880405,0.14950991386976367
GALNT3,-0.0020564297730842895,0.4951189,0.3841885,0.43491602,0.009029108447507758
MPZL1,-0.0020575014472328235,0.5491623,0.43623108,-0.40306273,0.016359874736068186
TONSL,-0.002067560707949001,0.486254,0.3989937,0.1905081,0.2729882670724573
UTP23,-0.002069524955325752,0.4511575,0.3463818,0.10482738,0.5489733180854525
IL6ST,-0.00207052568231636,0.6357988,0.5120467,0.56027,0.00046494591487017915
POLR1B,-0.0020771338111533755,0.31085974,0.25617245,-0.49055853,0.002772999695530545
COMMD6,-0.0020837442697343445,0.510743,0.37739825,-0.3188286,0.06193461091428952
RANBP1,-0.0020865181058604687,1.3077627,1.1168388,-0.7130774,1.5324783627611872e-06
CD2BP2,-0.002089694729298097,0.49132156,0.3944411,-0.1546205,0.3751454221198285
IGFBP2,-0.0020915972276380757,0.614873,0.48400235,0.5298649,0.0010619319655523819
SNX1,-0.00209508811583059,0.7778274,0.5630916,-0.30470216,0.07511383849022961
VDAC1,-0.0020975948070223183,0.8714545,0.7215073,0.79065686,1.5963040402822342e-08
HAUS1,-0.0020977261540229275,0.3776359,0.32327938,-0.35282335,0.03762558087520134
PEBP1,-0.00210171676296933,1.3800256,1.1035862,0.6404023,3.421514601757658e-05
DHX15,-0.0021064980067830863,0.4108185,0.32705373,-0.47873566,0.003622616970046695
CERT1,-0.002117431464218722,0.50909287,0.35151646,-0.03613714,0.8367182139069321
SERF2,-0.0021203984216280336,0.43785888,0.3396982,0.023201274,0.894752318733916
XYLT2,-0.0021337439189050844,0.37679595,0.28916517,0.5356833,0.0009121135119737432
ACADVL,-0.0021364912844425987,1.0765219,0.9199324,0.7405956,3.649640568333299e-07
BAIAP2,-0.0021367773693410363,0.61575985,0.5028035,0.40508816,0.015778503895039403
OPA1,-0.00213775954074813,0.479004,0.378404,-0.27100697,0.11532508281003488
PDE6D,-0.0021481452469986895,0.606945,0.47584358,-0.7923391,1.4163940025817868e-08
EXOSC1,-0.002148881573383221,0.39230624,0.3132758,-0.041120198,0.8145700510261857
NUDCD3,-0.002156820355883271,0.5111276,0.41108817,-0.5202563,0.0013571400484016043
SNX12,-0.0021570756343001207,0.80326486,0.5958802,0.5448887,0.0007130157481670048
RPRD1A,-0.0021572112341088356,0.8910233,0.76512575,-0.79620165,1.071848756495404e-08
SDHAF2,-0.0021636430354528002,0.4209434,0.33446467,-0.42242092,0.011475041740497125
DDX3X,-0.0021637036050932146,0.68647844,0.5109205,-0.2675576,0.1202108121173223
DDX3Y,-0.002165571930952126,0.49272087,0.37412462,-0.033111833,0.8502264015041604
IGSF8,-0.0021662758422376083,0.6552226,0.54355866,0.15761134,0.36586422107281535
NIT1,-0.0021663157974907143,0.56882185,0.4397303,0.59611875,0.00015760257822446743
TRUB2,-0.0021708456017781597,0.5120409,0.34534428,0.11851675,0.49771686234228657
PRPSAP2,-0.002172810715501683,0.73822254,0.57722735,-0.67740613,7.83933213552403e-06
GALNT2,-0.002178989229591144,1.0873921,0.9501836,0.8449193,1.7400457955869126e-10
FASTKD2,-0.002184696056104052,0.47615743,0.37877747,0.5358541,0.0009080124374476585
NDC80,-0.002186578120277227,0.4745414,0.345571,-0.27842006,0.10533093086848966
SMARCC1,-0.0021868639932045575,0.92079276,0.7811045,-0.7876253,1.9748156242783197e-08
NUFIP2,-0.002187575567085709,0.6869993,0.55096054,0.009396616,0.9572751223405751
CBX5,-0.002193796627272482,0.89400786,0.747474,0.82305014,1.2910455704013502e-09
CXXC1,-0.0021951142331742,0.43354076,0.3449392,-0.24922456,0.14880071123127442
TMX1,-0.002195304959917266,0.43054143,0.36081722,-0.05416016,0.7573169242313302
POLR1F,-0.0022068513522268685,0.41709554,0.34073055,-0.2709247,0.11543986941496036
UFM1,-0.002207431876158017,0.7332482,0.5626961,-0.41477495,0.013231958583740868
LSR,-0.002210674950783753,0.7481576,0.61198187,0.572984,0.000321327595836007
SPINT1,-0.002214205399249325,0.9744114,0.78279114,0.6329948,4.491082102611352e-05
RPS3,-0.00221472134432954,0.6210507,0.46921328,0.2657174,0.12287967988937039
ATAD3A,-0.002215002023604473,0.5729331,0.45818383,0.20052025,0.24809527258107744
DDI2,-0.0022180973550076644,0.9623054,0.7895051,0.6327487,4.531294635996343e-05
STRN3,-0.0022219365314435358,0.5114616,0.37040034,0.400708,0.017058219788249823
NDUFA2,-0.002222534630408557,0.57266736,0.45848313,0.26218158,0.1281311823320172
PRKACA,-0.002223859838381026,0.5715576,0.48872185,-0.07102222,0.6851642424494062
COPS5,-0.0022261756868411364,0.6662037,0.5345152,-0.51651967,0.0014901029358711112
TTN,-0.002234656270526214,0.30710503,0.23559673,0.17269647,0.3211678192793963
SMC4,-0.00223982151831037,0.85039425,0.6839271,-0.7292044,6.749144747948373e-07
SNRPE,-0.0022405340810436325,0.21360947,0.17540975,-0.5781568,0.0002752795709367232
VPS51,-0.002255618043879526,0.42481697,0.3233698,0.2752761,0.10948630094857595
SEC31A,-0.0022601012908554097,0.72614425,0.48696503,-0.044104803,0.8013706204683264
TUBGCP3,-0.002260378921216555,0.43517983,0.34509033,0.1433666,0.4112920054141148
